,Binomial,Range_km_2,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel
2767,Myosorex eisentrauti,49.4068533269489,8.157340556,EULIPOTYPHLA,SORICIDAE,Myosorex,CR,Carnivore
2768,Myosorex geata,463.33039707262,9.34,EULIPOTYPHLA,SORICIDAE,Myosorex,EN,Carnivore
2769,Myosorex kihaulei,1615.60372000211,11.18979112,EULIPOTYPHLA,SORICIDAE,Myosorex,EN,Carnivore
2770,Myosorex longicaudatus,7734.79631683141,12.98,EULIPOTYPHLA,SORICIDAE,Myosorex,VU,Carnivore
2771,Myosorex okuensis,4126.79007133996,8.157340556,EULIPOTYPHLA,SORICIDAE,Myosorex,VU,Carnivore
2772,Myosorex rumpii,254.129638280622,15.99558029,EULIPOTYPHLA,SORICIDAE,Myosorex,EN,Carnivore
2773,Myosorex schalleri,98.9021987746948,11.18979112,EULIPOTYPHLA,SORICIDAE,Myosorex,DD,Carnivore
2774,Myosorex sclateri,20831.1961316011,8.157340556,EULIPOTYPHLA,SORICIDAE,Myosorex,NT,Carnivore
2775,Myosorex tenuis,2045.7879858111,11.18979112,EULIPOTYPHLA,SORICIDAE,Myosorex,DD,Carnivore
2776,Myosorex varius,424247.933746565,11.68,EULIPOTYPHLA,SORICIDAE,Myosorex,LC,Carnivore
2777,Myosorex zinki,1169.68157491211,11.18979112,EULIPOTYPHLA,SORICIDAE,Myosorex,LC,Carnivore
2778,Myospalax aspalax,674788.928458282,345.5,RODENTIA,SPALACIDAE,Myospalax,LC,Herbivore
2779,Myospalax myospalax,321727.188594021,225,RODENTIA,SPALACIDAE,Myospalax,LC,Herbivore
2780,Myospalax psilurus,3128290.37984066,259.21,RODENTIA,SPALACIDAE,Myospalax,LC,Herbivore
2781,Myotis adversus,242650.640589078,10.41,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2782,Myotis aelleni,483.399230886562,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2783,Myotis albescens,14594616.9386845,5.69,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2784,Myotis alcathoe,513089.588709861,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2785,Myotis altarium,1646293.67375089,11,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2786,Myotis anjouanensis,426.261273990303,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2787,Myotis annamiticus,109.804597000358,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2788,Myotis annectans,244313.343564228,9.75,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2789,Myotis atacamensis,253598.123546355,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,EN,Insectivore
2790,Myotis ater,125968.525207906,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2791,Myotis aurascens,2607323.27313068,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2792,Myotis auriculus,617507.387900925,38.04,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2793,Myotis austroriparius,832811.345714141,7.35,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2794,Myotis bechsteinii,2651588.83094125,9.47,CHIROPTERA,VESPERTILIONIDAE,Myotis,NT,Insectivore
2795,Myotis blythii,6188238.26108134,23.82,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2796,Myotis bocagii,1819102.9184199,7.93,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2797,Myotis bombinus,1653272.96954108,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,NT,Insectivore
2798,Myotis brandtii,7662428.22745657,5.3,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2800,Myotis californicus,3984619.42128385,4.39,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2801,Myotis capaccinii,1228858.79877577,8.15,CHIROPTERA,VESPERTILIONIDAE,Myotis,VU,Insectivore
2802,Myotis chiloensis,502182.854565399,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2803,Myotis chinensis,2369413.56067166,41.99,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2804,Myotis ciliolabrum,1387940.2930731,4.89,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2805,Myotis cobanensis,206.4977244457,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2806,Myotis csorbai,33432.42340888,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2807,Myotis dasycneme,5448617.98117677,15.16,CHIROPTERA,VESPERTILIONIDAE,Myotis,NT,Insectivore
2808,Myotis daubentonii,14655090.1012532,7.63,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2809,Myotis davidii,4113982.73613935,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2810,Myotis dieteri,311.91030900759,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2811,Myotis dinellii,1667200.82693679,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2812,Myotis dominicensis,2234.99344503178,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,VU,Insectivore
2813,Myotis elegans,587270.079634389,4.21,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2814,Myotis emarginatus,4646820.52780886,7.56,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2815,Myotis evotis,3163274.54597041,6.91,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2816,Myotis fimbriatus,1861445.08673274,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2817,Myotis findleyi,396.767393258061,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,EN,Insectivore
2818,Myotis formosus,2064179.75953461,7.07,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2819,Myotis fortidens,474061.655682575,4.37,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2820,Myotis frater,1329121.17400384,7.54,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2821,Myotis gomantongensis,732494.210566241,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2822,Myotis goudoti,504531.839760216,5.56,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2824,Myotis hajastanicus,826.30199487114,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,CR,Insectivore
2825,Myotis hasseltii,947129.050717433,8.7,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2826,Myotis hermani,3188.64929244439,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2827,Myotis horsfieldii,3207822.58580451,6.05,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2828,Myotis ikonnikovi,1530359.61160578,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2829,Myotis keaysi,2737017.02332235,5.45,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2830,Myotis keenii,109268.429979595,6.51,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2831,Myotis laniger,5482267.51482581,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2832,Myotis leibii,1422937.70228229,5.22,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2833,Myotis levis,1394485.08038816,5.49,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2834,Myotis longipes,61478.6135205262,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2835,Myotis lucifugus,12040436.7954224,7.8,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2836,Myotis macrodactylus,682508.457085867,7.48,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2837,Myotis macropus,1326573.54665653,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2838,Myotis macrotarsus,282020.112705402,12.64,CHIROPTERA,VESPERTILIONIDAE,Myotis,NT,Insectivore
2839,Myotis martiniquensis,3812.79377085211,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,NT,Insectivore
2840,Myotis melanorhinus,3264386.53961915,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2841,Myotis moluccarum,825403.235912976,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2842,Myotis montivagus,766979.272387774,8.3,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2843,Myotis morrisi,616.536416469115,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2844,Myotis muricola,4387041.73204862,4.8,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2845,Myotis myotis,3874458.7916384,25.59,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2846,Myotis mystacinus,4946700.91264216,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2847,Myotis nattereri,5865596.03180186,7.25,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2848,Myotis nesopolus,54645.1351327345,3.56,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2849,Myotis nigricans,14375606.7673641,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2850,Myotis nipalensis,4946910.47597467,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2851,Myotis occultus,997172.700185899,8.79,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2852,Myotis oreias,553.45031430932,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2853,Myotis oxyotus,2601591.13714908,5.65,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2854,Myotis peninsularis,3012.54230701566,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,EN,Insectivore
2855,Myotis pequinius,770199.004838787,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2856,Myotis pilosus,1162149.23857306,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,NT,Insectivore
2858,Myotis pruinosus,67889.7722795942,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,EN,Insectivore
2859,Myotis punicus,654401.169430562,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2860,Myotis ridleyi,864276.041044746,4.06,CHIROPTERA,VESPERTILIONIDAE,Myotis,NT,Insectivore
2861,Myotis riparius,14109868.5965169,4.57,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2862,Myotis rosseti,467832.903240541,3.29,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2863,Myotis ruber,1469935.24331203,4.99,CHIROPTERA,VESPERTILIONIDAE,Myotis,NT,Insectivore
2864,Myotis rufopictus,45567.9671376012,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2865,Myotis schaubi,119114.51304345,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2866,Myotis scotti,185916.464731996,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,VU,Insectivore
2867,Myotis septentrionalis,4946758.55650474,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2868,Myotis sicarius,66159.7652338968,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,VU,Insectivore
2869,Myotis siligorensis,1309734.07112524,2.93,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2870,Myotis simus,2000892.12566216,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2871,Myotis sodalis,1565208.10896436,7.15,CHIROPTERA,VESPERTILIONIDAE,Myotis,NT,Insectivore
2872,Myotis stalkeri,4156.52582713775,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,DD,Insectivore
2873,Myotis thysanodes,3472024.98882609,8.49,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2874,Myotis tricolor,4005069.04195001,13.67,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2875,Myotis velifer,1954188.06851471,9.82,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2876,Myotis vivesi,6939.12260775401,25.63,CHIROPTERA,VESPERTILIONIDAE,Myotis,VU,Insectivore
2877,Myotis volans,4711730.25957352,8.71,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2878,Myotis welwitschii,4311587.02873957,15.88,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2879,Myotis yanbarensis,31.5676198066834,9.597169811,CHIROPTERA,VESPERTILIONIDAE,Myotis,CR,Insectivore
2880,Myotis yumanensis,4063101.00566251,5.15,CHIROPTERA,VESPERTILIONIDAE,Myotis,LC,Insectivore
2882,Myrmecophaga tridactyla,12011505.0442179,29531.83,PILOSA,MYRMECOPHAGIDAE,Myrmecophaga,VU,Insectivore
2883,Mysateles melanurus,31191.8916419419,1426.0712,RODENTIA,CAPROMYIDAE,Mysateles,VU,Omnivore
2884,Mysateles prehensilis,106633.603608858,1650,RODENTIA,CAPROMYIDAE,Mysateles,NT,Herbivore
2885,Mystacina tuberculata,12604.1641851219,13.14,CHIROPTERA,MYSTACINIDAE,Mystacina,VU,Omnivore
2886,Mystromys albicaudatus,501159.601690719,86.85,RODENTIA,NESOMYIDAE,Mystromys,EN,Omnivore
2889,Naemorhedus baileyi,238538.142038173,28863.45,CETARTIODACTYLA,BOVIDAE,Naemorhedus,VU,Herbivore
2890,Naemorhedus caudatus,170990.47107686,26999.99,CETARTIODACTYLA,BOVIDAE,Naemorhedus,VU,Herbivore
2891,Naemorhedus goral,250561.981078102,28796.51,CETARTIODACTYLA,BOVIDAE,Naemorhedus,NT,Herbivore
2892,Naemorhedus griseus,2399954.3552834,32000,CETARTIODACTYLA,BOVIDAE,Naemorhedus,VU,Herbivore
2893,Nandinia binotata,6021549.21678128,2167.2,CARNIVORA,NANDINIIDAE,Nandinia,LC,Omnivore
2895,Nanger granti,785166.487111335,55464.46,CETARTIODACTYLA,BOVIDAE,Nanger,LC,Herbivore
2897,Nannosciurus melanotis,1074969.7440715,50,RODENTIA,SCIURIDAE,Nannosciurus,LC,Herbivore
2898,Nanonycteris veldkampii,1711289.51307213,21.89,CHIROPTERA,PTEROPODIDAE,Nanonycteris,LC,Herbivore
2899,Napaeozapus insignis,2009698.20903841,22.25,RODENTIA,DIPODIDAE,Napaeozapus,LC,Omnivore
2900,Nasalis larvatus,538835.725207363,12265.65,PRIMATES,CERCOPITHECIDAE,Nasalis,EN,Herbivore
2901,Nasua narica,2698782.12158915,4578.43,CARNIVORA,PROCYONIDAE,Nasua,LC,Omnivore
2902,Nasua nasua,10629138.43635,3775.5,CARNIVORA,PROCYONIDAE,Nasua,LC,Omnivore
2903,Nasuella olivacea,247823.541198406,1339.99,CARNIVORA,PROCYONIDAE,Nasuella,NT,Omnivore
2904,Natalus espiritosantensis,2483219.57671218,5.99,CHIROPTERA,NATALIDAE,Natalus,NT,Insectivore
2905,Natalus jamaicensis,11024.6721531972,5.99,CHIROPTERA,NATALIDAE,Natalus,CR,Insectivore
2906,Natalus major,74327.9480659007,5.99,CHIROPTERA,NATALIDAE,Natalus,NT,Insectivore
2907,Natalus mexicanus,2430140.54772012,5.99,CHIROPTERA,NATALIDAE,Natalus,LC,Insectivore
2908,Natalus primus,887.992427256549,5.99,CHIROPTERA,NATALIDAE,Natalus,VU,Insectivore
2909,Natalus stramineus,4059.92403532829,5.68,CHIROPTERA,NATALIDAE,Natalus,LC,Insectivore
2910,Natalus tumidirostris,1390863.23659733,6.3,CHIROPTERA,NATALIDAE,Natalus,LC,Insectivore
2911,Neacomys dubosti,221431.792780007,17.95666667,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2912,Neacomys guianae,289437.901850103,15.87,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2913,Neacomys minutus,183729.245797216,17.95666667,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2914,Neacomys musseri,140338.248912348,17.95666667,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2915,Neacomys paracou,955489.220080999,17.95666667,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2916,Neacomys pictus,484.139917946206,17.95666667,RODENTIA,CRICETIDAE,Neacomys,DD,Omnivore
2917,Neacomys spinosus,3102230.80789035,19,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2918,Neacomys tenuipes,224159.056503182,19,RODENTIA,CRICETIDAE,Neacomys,LC,Omnivore
2919,Neamblysomus gunningi,9720.37248753035,61.185,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,EN,Insectivore
2920,Neamblysomus julianae,11984.4892345105,21.99,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,EN,Insectivore
2921,Necromys amoenus,164455.760676814,27.09,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2922,Necromys benefactus,386555.859111296,31,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2923,Necromys lactens,163775.058749825,32.9,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2924,Necromys lasiurus,5616837.77340014,39.93,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2925,Necromys lenguarum,592289.595240551,40.31,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2926,Necromys obscurus,45309.3833108197,40.69,RODENTIA,CRICETIDAE,Necromys,NT,Omnivore
2927,Necromys punctulatus,159675.386630179,37.3,RODENTIA,CRICETIDAE,Necromys,DD,Omnivore
2928,Necromys temchuki,104116.825938306,47.2,RODENTIA,CRICETIDAE,Necromys,LC,Omnivore
2929,Necromys urichi,339603.374964273,44.84,RODENTIA,CRICETIDAE,Necromys,LC,Herbivore
2930,Nectogale elegans,555512.786132625,38.82,EULIPOTYPHLA,SORICIDAE,Nectogale,LC,Insectivore
2931,Nectomys apicalis,1077499.17865365,46.25861204,RODENTIA,CRICETIDAE,Nectomys,LC,Omnivore
2932,Nectomys palmipes,165517.368588745,59.82092491,RODENTIA,CRICETIDAE,Nectomys,LC,Omnivore
2933,Nectomys rattus,7114447.89886878,248.8,RODENTIA,CRICETIDAE,Nectomys,LC,Herbivore
2934,Nectomys squamipes,2344405.45007173,184.98,RODENTIA,CRICETIDAE,Nectomys,LC,Insectivore
2935,Nelsonia goldmani,4224.25528236494,50,RODENTIA,CRICETIDAE,Nelsonia,EN,Herbivore
2936,Nelsonia neotomodon,77262.3542777506,80,RODENTIA,CRICETIDAE,Nelsonia,NT,Herbivore
2937,Neodon forresti,8416.62101557334,43.09423936,RODENTIA,CRICETIDAE,Neodon,DD,Herbivore
2938,Neodon irene,635021.471339888,46.25861204,RODENTIA,CRICETIDAE,Neodon,LC,Herbivore
2939,Neodon juldaschi,311848.982333934,37.76509979,RODENTIA,CRICETIDAE,Neodon,LC,Herbivore
2940,Neodon sikimensis,159934.092092216,45.25900624,RODENTIA,CRICETIDAE,Neodon,LC,Herbivore
2942,Neofelis nebulosa,1901750.91060061,14945.05,CARNIVORA,FELIDAE,Neofelis,VU,Carnivore
2943,Neofiber alleni,119930.476393031,265.38,RODENTIA,CRICETIDAE,Neofiber,LC,Herbivore
2944,Neohylomys hainanensis,4593.51569052559,52.21,EULIPOTYPHLA,ERINACEIDAE,Neohylomys,EN,Omnivore
2945,Neomys anomalus,3282079.22611535,13.19,EULIPOTYPHLA,SORICIDAE,Neomys,LC,Insectivore
2946,Neomys fodiens,13064959.8835253,15.26,EULIPOTYPHLA,SORICIDAE,Neomys,LC,Insectivore
2947,Neomys teres,252211.128543001,12.854,EULIPOTYPHLA,SORICIDAE,Neomys,LC,Insectivore
2948,Neonycteris pusilla,9047.87119493722,22.96761263,CHIROPTERA,PHYLLOSTOMIDAE,Neonycteris,DD,Omnivore
2949,Neophascogale lorentzii,120449.995938715,212,DASYUROMORPHIA,DASYURIDAE,Neophascogale,LC,Insectivore
2950,Neopteryx frosti,6744.00109860008,239.6283091,CHIROPTERA,PTEROPODIDAE,Neopteryx,EN,Herbivore
2951,Neotetracus sinensis,251889.43741263,49.99,EULIPOTYPHLA,ERINACEIDAE,Neotetracus,LC,Omnivore
2952,Neotoma albigula,834318.667706873,208.18,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2953,Neotoma angustapalata,3326.75848764098,198,RODENTIA,CRICETIDAE,Neotoma,EN,Herbivore
2954,Neotoma bryanti,271296.837573959,182,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2955,Neotoma chrysomelas,30203.1685002808,68.73202892,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2956,Neotoma cinerea,3608023.85527366,285.89,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2957,Neotoma devia,73684.9545918661,200,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2958,Neotoma floridana,1870824.69353866,249.16,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2959,Neotoma fuscipes,171574.545260033,213.26,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2960,Neotoma goldmani,170746.487802207,198,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2961,Neotoma lepida,675854.673681225,143.88,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2962,Neotoma leucodon,1076909.30511535,215,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2963,Neotoma macrotis,160300.23431133,225.74,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2964,Neotoma magister,313401.878489238,447,RODENTIA,CRICETIDAE,Neotoma,NT,Herbivore
2965,Neotoma mexicana,1784438.53955776,203,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2966,Neotoma micropus,1063787.83923168,255.14,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2967,Neotoma nelsoni,45.8278121755569,198,RODENTIA,CRICETIDAE,Neotoma,CR,Herbivore
2968,Neotoma palatina,16058.6902328958,198,RODENTIA,CRICETIDAE,Neotoma,VU,Herbivore
2969,Neotoma phenax,42612.7926933414,227.49,RODENTIA,CRICETIDAE,Neotoma,NT,Herbivore
2970,Neotoma stephensi,226732.198395461,149.22,RODENTIA,CRICETIDAE,Neotoma,LC,Herbivore
2971,Neotomodon alstoni,27485.1438219901,44.64,RODENTIA,CRICETIDAE,Neotomodon,LC,Omnivore
2972,Neotomys ebriosus,688511.064005582,64.5,RODENTIA,CRICETIDAE,Neotomys,LC,Herbivore
2975,Neovison vison,14573802.1022188,1100,CARNIVORA,MUSTELIDAE,Neovison,LC,Carnivore
2976,Nephelomys albigularis,398229.703392113,61.9,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2977,Nephelomys auriventer,14415.6383577354,60.5005,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2978,Nephelomys caracolus,4076.91665322982,60.5,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2979,Nephelomys devius,9591.17715294109,46.25861204,RODENTIA,CRICETIDAE,Nephelomys,LC,Herbivore
2980,Nephelomys keaysi,66985.6528373607,58.295,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2981,Nephelomys levipes,157161.980507217,60.5005,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2982,Nephelomys meridensis,14353.2159711094,46.25861204,RODENTIA,CRICETIDAE,Nephelomys,LC,Omnivore
2983,Nesokia bunnii,41876.0748352097,63.85388804,RODENTIA,MURIDAE,Nesokia,EN,Herbivore
2984,Nesokia indica,3594104.72608126,178.08,RODENTIA,MURIDAE,Nesokia,LC,Herbivore
2985,Nesolagus netscheri,14525.9873132313,1511.67,LAGOMORPHA,LEPORIDAE,Nesolagus,VU,Herbivore
2986,Nesolagus timminsi,24821.3082902855,1511.67,LAGOMORPHA,LEPORIDAE,Nesolagus,DD,Herbivore
2987,Nesomys audeberti,90733.5978367547,214.04,RODENTIA,NESOMYIDAE,Nesomys,LC,Omnivore
2988,Nesomys lambertoni,2220.63102856524,155,RODENTIA,NESOMYIDAE,Nesomys,EN,Omnivore
2989,Nesomys rufus,106782.261033542,163.96,RODENTIA,NESOMYIDAE,Nesomys,LC,Omnivore
2990,Nesoromys ceramicus,443.239054383933,63.85388804,RODENTIA,MURIDAE,Nesoromys,EN,Omnivore
2991,Nesoryzomys fernandinae,637.068712958042,32.3,RODENTIA,CRICETIDAE,Nesoryzomys,VU,Omnivore
2992,Nesoryzomys narboroughi,637.068712958042,68.65,RODENTIA,CRICETIDAE,Nesoryzomys,VU,Omnivore
2993,Nesoryzomys swarthi,573.597456921928,105,RODENTIA,CRICETIDAE,Nesoryzomys,VU,Omnivore
2995,Neurotrichus gibbsii,221366.129248028,9.56,EULIPOTYPHLA,TALPIDAE,Neurotrichus,LC,Omnivore
2996,Neusticomys ferreirai,278749.749765669,42.72,RODENTIA,CRICETIDAE,Neusticomys,DD,Insectivore
2997,Neusticomys monticolus,65827.7082949586,39.5,RODENTIA,CRICETIDAE,Neusticomys,LC,Insectivore
2998,Neusticomys mussoi,19038.6673446597,40,RODENTIA,CRICETIDAE,Neusticomys,EN,Insectivore
2999,Neusticomys oyapocki,416604.561453968,47,RODENTIA,CRICETIDAE,Neusticomys,DD,Insectivore
3000,Neusticomys peruviensis,14429.0096333278,40,RODENTIA,CRICETIDAE,Neusticomys,LC,Insectivore
3001,Neusticomys venezuelae,665702.829086485,47.1,RODENTIA,CRICETIDAE,Neusticomys,VU,Insectivore
3003,Ningaui ridei,2252143.98344896,9.42,DASYUROMORPHIA,DASYURIDAE,Ningaui,LC,Omnivore
3004,Ningaui timealeyi,250356.431002138,6.37,DASYUROMORPHIA,DASYURIDAE,Ningaui,LC,Omnivore
3005,Ningaui yvonneae,308577.458357943,11,DASYUROMORPHIA,DASYURIDAE,Ningaui,LC,Insectivore
3006,Niviventer andersoni,189408.769331843,147,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3007,Niviventer brahma,32332.2728841748,97.3,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3008,Niviventer cameroni,9974.68035785749,89,RODENTIA,MURIDAE,Niviventer,VU,Omnivore
3009,Niviventer confucianus,3970066.24736226,65,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3010,Niviventer coninga,28365.7087141672,80.65,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3011,Niviventer cremoriventer,1248371.26851775,71.54,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3012,Niviventer culturatus,3736.75335335473,81.17,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3013,Niviventer eha,183495.852526039,53.6,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3014,Niviventer excelsior,150797.030785583,102,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3015,Niviventer fraternus,111954.427024637,89,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3016,Niviventer fulvescens,4719942.63425919,81.79,RODENTIA,MURIDAE,Niviventer,LC,Omnivore
3017,Niviventer hinpoon,2928.92182695856,87.21125,RODENTIA,MURIDAE,Niviventer,EN,Omnivore
