,binomial,Range_km_2,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
86,Akodon mollis,265417.5170803478,265351.806490431,30.39,LC,Omnivore,RODENTIA
87,Akodon montensis,1050553.5293071938,1050409.3712121001,34.65,LC,Omnivore,RODENTIA
88,Akodon mystax,17695.147407063843,470.56441527580597,32.51675676,DD,Omnivore,RODENTIA
89,Akodon orophilus,33885.89569248269,33882.5213339711,38.99,LC,Omnivore,RODENTIA
90,Akodon paranaensis,482684.8507515031,482668.960977056,32.51675676,LC,Omnivore,RODENTIA
91,Akodon pervalens,60582.12409099373,29095.8518961263,32.51675676,DD,Omnivore,RODENTIA
92,Akodon philipmyersi,6207.914024865044,2113.64518534118,23.0,DD,Omnivore,RODENTIA
93,Akodon reigi,65883.53312870552,65868.0713318508,32.51675676,LC,Omnivore,RODENTIA
94,Akodon sanctipaulensis,23692.88198287251,758.196660021224,27.1,DD,Omnivore,RODENTIA
95,Akodon serrensis,276085.74234201666,275871.625048412,28.3,LC,Omnivore,RODENTIA
96,Akodon siberiae,25253.40585771696,25253.9039888276,34.6,NT,Omnivore,RODENTIA
97,Akodon simulator,156795.26972313566,156808.587440728,42.5,LC,Omnivore,RODENTIA
98,Akodon spegazzinii,219365.65658731086,56727.7142555455,28.6,LC,Omnivore,RODENTIA
99,Akodon subfuscus,171078.4118595974,171092.782757145,30.39,LC,Omnivore,RODENTIA
100,Akodon surdus,16434.36023902389,16434.639082569898,38.99,VU,Omnivore,RODENTIA
101,Akodon sylvanus,39317.77032788435,39317.4225683455,38.99,LC,Omnivore,RODENTIA
102,Akodon toba,443667.5308941075,443710.583711491,51.2,LC,Omnivore,RODENTIA
103,Akodon torques,66655.09630109409,66658.2628670339,38.99,LC,Omnivore,RODENTIA
104,Akodon varius,267715.18362981104,244639.989062437,40.0,DD,Omnivore,RODENTIA
105,Alcelaphus buselaphus,6759227.496634086,6759382.24430768,160937.9,LC,Herbivore,CETARTIODACTYLA
106,Alces alces,23097615.783197977,23096275.489413198,461900.8,LC,Herbivore,CETARTIODACTYLA
107,Alionycteris paucidentata,5062.821253968461,5062.76098802025,16.24,LC,Herbivore,CHIROPTERA
108,Allactaga balikunica,234641.10737193347,234833.46355184898,72.5,LC,Omnivore,RODENTIA
109,Allactaga bullata,1564084.573107387,1563030.11007081,72.5,LC,Omnivore,RODENTIA
110,Allactaga elater,3246002.0405793926,3246019.05576239,59.0,LC,Omnivore,RODENTIA
111,Allactaga euphratica,758035.1615632187,734308.906934771,232.0,NT,Herbivore,RODENTIA
112,Allactaga firouzi,1316.1288979814956,1316.18605183535,114.19645390000001,DD,Herbivore,RODENTIA
113,Allactaga hotsoni,497603.04854804,497396.337510591,76.5,LC,Herbivore,RODENTIA
114,Allactaga major,4297436.529457557,4297349.43517347,350.0,LC,Herbivore,RODENTIA
115,Allactaga severtzovi,706378.8694482007,706422.2414834109,159.0,LC,Herbivore,RODENTIA
116,Allactaga sibirica,5412934.73544369,5412810.78705457,97.5,LC,Insectivore,RODENTIA
117,Allactaga tetradactyla,103588.20439346069,103462.202171899,52.0,DD,Herbivore,RODENTIA
118,Allactaga vinogradovi,53728.48258782282,53732.796172819406,61.83099239,NT,Herbivore,RODENTIA
119,Allactaga williamsi,705786.9634009983,705702.773489414,23.33,LC,Herbivore,RODENTIA
120,Allactodipus bobrinskii,275792.352887638,275856.82862315304,65.0,LC,Omnivore,RODENTIA
121,Allenopithecus nigroviridis,165349.25980373222,506344.52546747896,4749.96,LC,Herbivore,PRIMATES
122,Allocebus trichotis,42841.15631612529,42841.1568895867,78.09,VU,Omnivore,PRIMATES
123,Allocricetulus curtatus,1332569.5137864272,1332299.97438192,47.833,LC,Herbivore,RODENTIA
124,Allocricetulus eversmanni,1776816.6841360347,1776747.23645883,115.55799999999999,LC,Omnivore,RODENTIA
125,Alouatta arctoidea,406536.21227132506,406536.222020425,6361.288889,LC,Herbivore,PRIMATES
126,Alouatta belzebul,864459.9427259829,866703.125217917,6157.91,VU,Herbivore,PRIMATES
127,Alouatta caraya,3064124.3401898453,3064210.80158009,5576.96,LC,Herbivore,PRIMATES
128,Alouatta discolor,375736.4219350154,375740.768399918,6361.288889,VU,Herbivore,PRIMATES
129,Alouatta guariba,1076694.6349684587,1076628.40243244,5188.33,LC,Herbivore,PRIMATES
130,Alouatta macconnelli,1763214.7048967888,1763215.52590869,7250.0,LC,Herbivore,PRIMATES
131,Alouatta nigerrima,236115.95225770155,236116.252263432,6320.0,LC,Herbivore,PRIMATES
132,Alouatta palliata,567401.1426316499,567394.543485214,6576.99,LC,Herbivore,PRIMATES
133,Alouatta pigra,240009.94623942373,239988.90729163,7172.06,EN,Herbivore,PRIMATES
134,Alouatta sara,341391.84684016363,341402.344224534,6611.04,LC,Herbivore,PRIMATES
135,Alouatta ululata,99539.66627798992,99542.3953576148,6361.288889,EN,Herbivore,PRIMATES
136,Alticola albicaudus,80165.65736314972,80158.5251038799,42.21130602,DD,Herbivore,RODENTIA
137,Alticola argentatus,1380724.6083647313,1380081.44712609,37.69,LC,Herbivore,RODENTIA
138,Alticola barakshin,225995.71702502551,225997.245827148,46.25861204,LC,Herbivore,RODENTIA
139,Alticola lemminus,2068135.042820606,2068206.89558852,46.25861204,LC,Herbivore,RODENTIA
140,Alticola macrotis,379234.4879470556,379222.823785506,36.0,LC,Herbivore,RODENTIA
141,Alticola montosa,19530.260570686583,19533.9333325779,46.25861204,VU,Herbivore,RODENTIA
142,Alticola olchonensis,1348.2761032959274,1348.3679635806402,42.21130602,EN,Herbivore,RODENTIA
143,Alticola roylei,38456.87957925703,38435.4135165327,37.0,NT,Herbivore,RODENTIA
144,Alticola semicanus,671214.1785992231,671213.841189326,46.25861204,LC,Herbivore,RODENTIA
145,Alticola stoliczkanus,2305687.4669194813,2306364.09018844,30.14,LC,Herbivore,RODENTIA
146,Alticola strelzowi,441283.6795378719,441285.332093572,49.99,LC,Herbivore,RODENTIA
147,Alticola tuvinicus,134541.02953564076,134541.204425013,46.25861204,LC,Herbivore,RODENTIA
148,Amblysomus corriae,50639.03286930848,50632.8404414526,44.845,NT,Insectivore,AFROSORICIDA
149,Amblysomus hottentotus,212504.83254818353,212483.16864184898,62.6,LC,Insectivore,AFROSORICIDA
150,Amblysomus marleyi,1402.7079835758445,1402.68274557014,36.245,EN,Insectivore,AFROSORICIDA
151,Amblysomus robustus,1734.957770118168,1734.94753527874,79.5,VU,Insectivore,AFROSORICIDA
152,Amblysomus septentrionalis,32674.709341328184,32675.852506571202,25.35,NT,Insectivore,AFROSORICIDA
153,Ametrida centurio,5764746.904250155,5766469.12032201,10.61,LC,Herbivore,CHIROPTERA
154,Ammodillus imbellis,210251.1465935385,210235.62815796898,49.99,DD,Omnivore,RODENTIA
155,Ammodorcas clarkei,83716.75219849557,83716.8585361551,28049.81,VU,Herbivore,CETARTIODACTYLA
156,Ammospermophilus harrisii,269489.12802803033,269488.409870571,126.57,LC,Omnivore,RODENTIA
157,Ammospermophilus interpres,312453.42473439564,312449.218476289,112.53,LC,Omnivore,RODENTIA
158,Ammospermophilus leucurus,990940.9796427576,990845.7408051009,103.92,LC,Omnivore,RODENTIA
159,Ammospermophilus nelsoni,16431.05032383165,16430.6703959385,160.42,EN,Omnivore,RODENTIA
160,Ammotragus lervia,1416981.5050928993,1416968.01436395,94202.22,VU,Herbivore,CETARTIODACTYLA
161,Amorphochilus schnablii,178664.94816427244,178408.336410826,3.3,VU,Insectivore,CHIROPTERA
162,Amphinectomys savamis,20833.088137816667,991.214108668511,214.0,DD,Omnivore,RODENTIA
163,Anathana ellioti,1366021.5354008311,1366073.82397278,160.0,LC,Omnivore,SCANDENTIA
164,Andalgalomys olrogi,57113.12416271118,57114.9344345899,32.9,LC,Omnivore,RODENTIA
165,Andalgalomys pearsoni,139013.47136020762,139008.134140938,25.4,LC,Omnivore,RODENTIA
166,Andinomys edax,228610.36280838697,228613.14066226102,69.75,LC,Herbivore,RODENTIA
167,Anisomys imitator,181683.11599981072,181682.74795579398,510.5,LC,Herbivore,RODENTIA
168,Anomalurus beecrofti,3245214.276293597,3245229.510981,479.07,LC,Omnivore,RODENTIA
169,Anomalurus derbianus,5752689.11921157,5752726.98107622,665.84,LC,Omnivore,RODENTIA
170,Anomalurus pelii,242869.34173276008,242873.006515783,1769.99,DD,Omnivore,RODENTIA
171,Anomalurus pusillus,573137.5958194651,573139.903460054,250.0,LC,Omnivore,RODENTIA
172,Anonymomys mindorensis,594.2289127888799,594.231180533112,141.0605074,DD,Omnivore,RODENTIA
173,Anotomys leander,12508.170882779628,12508.222670626299,66.39,VU,Insectivore,RODENTIA
174,Anoura caudifer,5937896.455521999,5940526.44309135,10.81,LC,Omnivore,CHIROPTERA
175,Anoura cultrata,757488.7171924539,757500.042456767,17.39,LC,Herbivore,CHIROPTERA
176,Anoura fistulata,77115.39894163463,21786.699092278897,14.6025,DD,Herbivore,CHIROPTERA
177,Anoura geoffroyi,8205848.24521511,8204430.35012912,15.15,LC,Insectivore,CHIROPTERA
178,Anoura latidens,710042.9711814277,710044.889277794,15.06,LC,Omnivore,CHIROPTERA
179,Anoura luismanueli,80297.69739194989,84559.6916894077,14.6025,LC,Omnivore,CHIROPTERA
180,Anourosorex assamensis,17604.593687990407,17604.067253761103,20.0,LC,Insectivore,EULIPOTYPHLA
181,Anourosorex schmidi,7900.248226713281,7900.24823482442,16.05244685,DD,Insectivore,EULIPOTYPHLA
182,Anourosorex squamipes,1188959.44667064,1189018.75367813,20.0,LC,Insectivore,EULIPOTYPHLA
183,Anourosorex yamashinai,34157.029948263524,34157.0234144944,8.157340556,LC,Insectivore,EULIPOTYPHLA
184,Antechinomys laniger,2438260.8282315694,2438408.59999749,25.57,LC,Insectivore,DASYUROMORPHIA
185,Antechinus adustus,4919.762802779508,4920.27057597129,30.5,LC,Insectivore,DASYUROMORPHIA
186,Antechinus agilis,163711.28495911718,163654.965251746,22.13,LC,Carnivore,DASYUROMORPHIA
187,Antechinus bellus,20577.83363750185,20577.833749230802,38.73,VU,Carnivore,DASYUROMORPHIA
188,Antechinus flavipes,1008918.5651057466,1008833.38904762,44.33,LC,Carnivore,DASYUROMORPHIA
189,Antechinus godmani,3599.4586487958186,3599.5216093314502,75.74,NT,Carnivore,DASYUROMORPHIA
190,Antechinus leo,4393.229436484142,4393.2210287913895,70.09,LC,Insectivore,DASYUROMORPHIA
191,Antechinus minimus,76278.50856173501,76275.7085954267,52.56,LC,Carnivore,DASYUROMORPHIA
192,Antechinus stuartii,118344.86476657064,118336.847226853,29.01,LC,Carnivore,DASYUROMORPHIA
193,Antechinus subtropicus,9617.467368222136,9618.05198810944,46.86444444,LC,Insectivore,DASYUROMORPHIA
194,Antechinus swainsonii,314350.6200454852,314283.026685584,58.69,LC,Carnivore,DASYUROMORPHIA
195,Anthops ornatus,21294.84851048547,21294.8518236545,19.66146341,DD,Insectivore,CHIROPTERA
196,Antidorcas marsupialis,1950024.3684480367,1950012.8546253003,33571.24,LC,Herbivore,CETARTIODACTYLA
197,Antilocapra americana,2007724.2844513932,2007736.6028278,47450.01,LC,Herbivore,CETARTIODACTYLA
198,Antilope cervicapra,1753994.4861189814,1754050.80102145,36301.1,LC,Herbivore,CETARTIODACTYLA
199,Antrozous pallidus,4366863.432055669,4367598.17108691,22.24,LC,Insectivore,CHIROPTERA
200,Aonyx capensis,11816824.535848718,11817071.1334719,19322.22,NT,Insectivore,CARNIVORA
201,Aonyx congicus,2924360.580543258,2924429.88641855,23800.2,NT,Insectivore,CARNIVORA
202,Aotus azarae,3156304.5687888786,3162911.56617956,929.57,LC,Omnivore,PRIMATES
203,Aotus brumbacki,123963.07339847904,123964.53699631801,800.0,VU,Omnivore,PRIMATES
204,Aotus griseimembra,234088.03735920467,234087.46146368602,966.0,VU,Omnivore,PRIMATES
205,Aotus jorgehernandezi,1186.2398706265744,1186.23987112173,889.745,DD,Omnivore,PRIMATES
206,Aotus lemurinus,177189.8531942757,177191.57875966802,865.96,VU,Omnivore,PRIMATES
207,Aotus miconax,27618.527427623914,59473.2926481231,800.0,VU,Omnivore,PRIMATES
208,Aotus nancymaae,492725.8508009403,492727.889875963,791.03,VU,Omnivore,PRIMATES
209,Aotus nigriceps,1569868.5791509727,1548698.7917509,1057.0,LC,Omnivore,PRIMATES
210,Aotus trivirgatus,752039.6150687526,752044.697749503,912.4,LC,Omnivore,PRIMATES
211,Aotus vociferans,1054307.940826114,1016997.30541936,872.99,LC,Omnivore,PRIMATES
212,Aotus zonalis,154691.93938771894,154691.812086015,902.5,DD,Omnivore,PRIMATES
213,Aplodontia rufa,245502.77029907616,245471.86999982301,806.21,LC,Herbivore,RODENTIA
214,Apodemus agrarius,11531230.31793218,11531274.7447623,21.11,LC,Omnivore,RODENTIA
215,Apodemus alpicola,110807.34605355034,110824.15607159,28.055,LC,Omnivore,RODENTIA
216,Apodemus argenteus,366528.0897984754,366528.074753249,15.0,LC,Omnivore,RODENTIA
217,Apodemus chevrieri,720376.7404414142,720401.612572801,32.9,LC,Herbivore,RODENTIA
218,Apodemus draco,1798329.6457122518,1798566.2187351002,22.25,LC,Omnivore,RODENTIA
219,Apodemus epimelas,174078.49211307516,174107.586797832,63.85388804,LC,Omnivore,RODENTIA
220,Apodemus flavicollis,6065964.054439202,6066721.93967364,31.6,LC,Herbivore,RODENTIA
221,Apodemus gurkha,12707.059491855656,12707.059532599,39.9,LC,Omnivore,RODENTIA
222,Apodemus hyrcanicus,48660.54119821231,48562.597874764004,63.85388804,NT,Omnivore,RODENTIA
223,Apodemus latronum,536399.8148101433,536889.5790542121,35.2,LC,Omnivore,RODENTIA
224,Apodemus mystacinus,804438.7225270092,804373.763156529,43.84,LC,Omnivore,RODENTIA
225,Apodemus pallipes,783208.2348914103,783330.3359101191,63.85388804,LC,Omnivore,RODENTIA
226,Apodemus peninsulae,8903125.581063896,8904772.41303056,32.9,LC,Omnivore,RODENTIA
227,Apodemus ponticus,347729.91545180284,347630.589063924,26.7,LC,Omnivore,RODENTIA
228,Apodemus rusiges,112770.36810387656,112755.032336439,21.5,LC,Omnivore,RODENTIA
229,Apodemus semotus,33914.893581861535,33914.8967490851,25.77,LC,Omnivore,RODENTIA
230,Apodemus speciosus,368742.8718221745,368742.872132316,43.75,LC,Omnivore,RODENTIA
231,Apodemus sylvaticus,5002012.7711633025,5002127.46548776,21.9,LC,Omnivore,RODENTIA
232,Apodemus uralensis,7231624.993965524,7246038.99580633,18.26,LC,Omnivore,RODENTIA
233,Apodemus witherbyi,1581833.069015823,1580976.99369415,20.66,LC,Omnivore,RODENTIA
234,Apomys abrae,12463.760549855564,12463.642897406102,34.88,LC,Omnivore,RODENTIA
235,Apomys camiguinensis,73.71556129412097,73.7155367340254,32.69125,VU,Omnivore,RODENTIA
236,Apomys datae,11591.267583191087,11591.3184199977,34.88,LC,Omnivore,RODENTIA
237,Apomys gracilirostris,571.3395716707664,571.340255324826,32.69125,LC,Omnivore,RODENTIA
238,Apomys hylocetes,4399.277527266707,4399.29348346999,34.88,LC,Omnivore,RODENTIA
239,Apomys insignis,94959.73540592933,94959.7321827179,34.88,LC,Omnivore,RODENTIA
240,Apomys littoralis,7898.758189835238,7898.757638780741,30.95,DD,Omnivore,RODENTIA
241,Apomys microdon,61955.6275257263,61956.393856356604,34.98,LC,Omnivore,RODENTIA
242,Apomys musculus,47773.84317794688,47774.03200452481,21.2,LC,Omnivore,RODENTIA
243,Apomys sacobianus,951.481365261713,951.477061058665,34.88,LC,Omnivore,RODENTIA
244,Aproteles bulmerae,48.15567686645149,48.1553274876945,623.91,CR,Herbivore,CHIROPTERA
245,Arabitragus jayakari,24654.888119113813,31556.399414067404,23000.0,EN,Herbivore,CETARTIODACTYLA
246,Arborimus albipes,77765.40591303985,77753.3686222442,23.0,LC,Herbivore,RODENTIA
247,Arborimus longicaudus,54111.65055184049,54110.7666403978,22.39,NT,Herbivore,RODENTIA
248,Arborimus pomo,22002.93291531107,22003.977940837,32.49,NT,Herbivore,RODENTIA
249,Archboldomys luzonensis,22.211236220613724,22.211298209695002,35.34,VU,Insectivore,RODENTIA
250,Arctictis binturong,2942961.6652451316,2942897.25524419,12999.99,VU,Omnivore,CARNIVORA
251,Arctocebus aureus,667480.5062866273,667483.5506401999,234.16,LC,Omnivore,PRIMATES
252,Arctocebus calabarensis,148434.87397486143,148437.984481801,258.01,LC,Omnivore,PRIMATES
253,Arctogalidia trivirgata,2539651.068030573,2539703.89842333,2323.79,LC,Omnivore,CARNIVORA
254,Arctonyx collaris,1373160.5135589545,1373283.89487441,8166.52,VU,Omnivore,CARNIVORA
255,Ardops nichollsi,4742.7078444886165,4742.706970770229,19.23,LC,Herbivore,CHIROPTERA
256,Arielulus aureocollaris,2503.2092037007774,2503.21191605161,10.4,LC,Insectivore,CHIROPTERA
257,Arielulus circumdatus,170858.55976294065,170230.896246138,10.4,LC,Insectivore,CHIROPTERA
258,Arielulus cuprosus,2630.004334402365,2630.00493990607,10.4,VU,Insectivore,CHIROPTERA
259,Arielulus societatis,12278.023584747662,12278.049895546299,10.4,VU,Insectivore,CHIROPTERA
260,Arielulus torquatus,23911.1423061245,35902.5136024344,10.4,LC,Insectivore,CHIROPTERA
261,Ariteus flavescens,11021.008871222277,11021.007211026,22.96761263,LC,Omnivore,CHIROPTERA
262,Artibeus amplus,1459812.5552722472,1641783.09229273,61.04,LC,Omnivore,CHIROPTERA
263,Artibeus concolor,6437483.760726071,6437731.24576267,19.65,LC,Herbivore,CHIROPTERA
264,Artibeus fimbriatus,1485161.7947000866,1480430.65067785,63.89,LC,Omnivore,CHIROPTERA
265,Artibeus fraterculus,302111.0455430412,302070.72943401197,29.86285714,LC,Omnivore,CHIROPTERA
266,Artibeus hirsutus,228806.5284893695,228810.56876308602,40.42,LC,Omnivore,CHIROPTERA
267,Artibeus inopinatus,41132.799286164045,41135.941653785696,29.86285714,DD,Omnivore,CHIROPTERA
268,Artibeus jamaicensis,1559617.9464821452,1559896.27509506,43.63,LC,Omnivore,CHIROPTERA
269,Artibeus lituratus,14234438.805571001,14235952.081330499,59.3,LC,Omnivore,CHIROPTERA
270,Artibeus obscurus,11122497.14373146,11122956.740372501,35.91,LC,Omnivore,CHIROPTERA
271,Artibeus planirostris,7905276.604120307,7906983.19382417,29.86285714,LC,Omnivore,CHIROPTERA
272,Arvicanthis abyssinicus,296087.47901902936,296092.65114801103,73.34,LC,Herbivore,RODENTIA
273,Arvicanthis ansorgei,651227.6564539735,651275.417240675,110.0,LC,Herbivore,RODENTIA
274,Arvicanthis blicki,17893.743788729735,17893.7472337887,128.0,NT,Herbivore,RODENTIA
275,Arvicanthis nairobae,151138.75969608984,151138.901301628,104.0,LC,Herbivore,RODENTIA
276,Arvicanthis neumanni,1218458.960480281,1218452.18099996,85.0,LC,Herbivore,RODENTIA
277,Arvicanthis niloticus,6182773.193825693,6185272.89496408,95.8,LC,Herbivore,RODENTIA
278,Arvicanthis rufinus,1154396.9247789558,1154420.16950807,63.85388804,LC,Herbivore,RODENTIA
279,Arvicola amphibius,15744496.80829383,15744124.3570178,120.0,LC,Omnivore,RODENTIA
280,Arvicola sapidus,882585.1327343807,882587.440000492,219.99,VU,Herbivore,RODENTIA
281,Arvicola scherman,831113.2247104851,831512.968652014,46.25861204,LC,Herbivore,RODENTIA
282,Asellia patrizii,227340.06925691222,227342.451504113,12.94,LC,Insectivore,CHIROPTERA
283,Asellia tridens,16393950.946550928,16394491.933267301,12.94,LC,Insectivore,CHIROPTERA
284,Aselliscus stoliczkanus,1362301.3488960557,1362320.25386577,6.09,LC,Insectivore,CHIROPTERA
285,Aselliscus tricuspidatus,274647.2468160388,274654.19868261396,4.08,LC,Insectivore,CHIROPTERA
286,Atelerix albiventris,7028223.842387008,7028364.2938748,293.44,LC,Omnivore,EULIPOTYPHLA
287,Atelerix algirus,734622.8724865824,664641.854661377,903.98,LC,Omnivore,EULIPOTYPHLA
288,Atelerix frontalis,1047861.4102998271,1047880.24835713,329.12,LC,Omnivore,EULIPOTYPHLA
289,Atelerix sclateri,309001.7668285263,309001.283984667,599.998,LC,Omnivore,EULIPOTYPHLA
290,Ateles belzebuth,815672.3273539472,1153236.19269354,6692.42,EN,Herbivore,PRIMATES
291,Ateles chamek,2437427.1311914707,2437475.98638023,7053.92,EN,Herbivore,PRIMATES
292,Ateles fusciceps,215775.11994730006,215774.487124673,9067.94,CR,Herbivore,PRIMATES
293,Ateles geoffroyi,901714.9318429853,901724.479336109,7582.4,EN,Herbivore,PRIMATES
294,Ateles hybridus,165846.882648823,165892.102469641,8500.0,CR,Herbivore,PRIMATES
295,Ateles marginatus,524096.1203852545,524099.566815948,6229.28,EN,Herbivore,PRIMATES
296,Ateles paniscus,918122.6629816131,1061276.62388979,8697.25,VU,Herbivore,PRIMATES
297,Atelocynus microtis,2852865.488382117,2852893.50504691,8363.22,NT,Omnivore,CARNIVORA
298,Atherurus africanus,3544208.864069815,3544244.60586156,2875.65,LC,Omnivore,RODENTIA
299,Atherurus macrourus,2671819.0103761745,2672201.50188077,2000.0,LC,Omnivore,RODENTIA
300,Atilax paludinosus,14049136.185843317,14049574.2886327,3600.16,LC,Omnivore,CARNIVORA
301,Atlantoxerus getulus,303776.5414498241,303645.312842921,250.57,LC,Herbivore,RODENTIA
302,Auliscomys boliviensis,210617.11552034636,210614.07462469698,70.91,LC,Herbivore,RODENTIA
303,Auliscomys pictus,309575.4765473471,309598.29080260603,48.97,LC,Herbivore,RODENTIA
304,Auliscomys sublimis,393458.6885818653,393512.532465639,38.0,LC,Herbivore,RODENTIA
305,Avahi betsileo,970.9942407449746,970.9942261061549,1000.0,EN,Herbivore,PRIMATES
306,Avahi cleesei,2581.012241757656,2580.98849415579,5500.0,EN,Herbivore,PRIMATES
307,Avahi laniger,50685.478838531395,50685.7210922511,1092.28,VU,Herbivore,PRIMATES
308,Avahi meridionalis,1562.641605503188,1562.64011478785,1150.0,EN,Herbivore,PRIMATES
309,Avahi occidentalis,3056.5378149137505,3056.5371630936897,828.98,EN,Herbivore,PRIMATES
310,Avahi peyrierasi,4374.321707747264,4374.32501967188,1000.0,VU,Herbivore,PRIMATES
311,Avahi ramanantsoavanai,5832.0639422908835,5832.06378471579,1628.751429,VU,Herbivore,PRIMATES
312,Avahi unicolor,779.7216605493059,779.721158860399,830.0,EN,Herbivore,PRIMATES
313,Axis axis,2361082.894102499,2361358.32792386,69499.99,LC,Herbivore,CETARTIODACTYLA
314,Axis calamianensis,1345.322126804398,1345.3223158555,39812.6,EN,Herbivore,CETARTIODACTYLA
315,Axis kuhlii,63.797771055732255,63.797794847107106,54999.99,CR,Herbivore,CETARTIODACTYLA
316,Axis porcinus,273382.9058794962,271999.92756852,37448.29,EN,Herbivore,CETARTIODACTYLA
317,Babyrousa babyrussa,12616.188834303653,12616.1885113527,92950.09,VU,Herbivore,CETARTIODACTYLA
318,Babyrousa celebensis,120738.0417074196,120738.110385538,80000.0,VU,Herbivore,CETARTIODACTYLA
319,Babyrousa togeanensis,533.0838860838205,533.083881183806,85000.0,EN,Omnivore,CETARTIODACTYLA
320,Baiomys musculus,450187.89036134374,450251.280630734,8.99,LC,Omnivore,RODENTIA
321,Baiomys taylori,1275232.7597216906,1275181.1613497,7.43,LC,Herbivore,RODENTIA
322,Baiyankamys habbema,777.7898639889416,777.7840629416349,141.0605074,DD,Carnivore,RODENTIA
323,Baiyankamys shawmayeri,65472.19986377362,65462.7746522504,141.0605074,LC,Carnivore,RODENTIA
324,Balantiopteryx infusca,2841.656560989564,2841.6977690841804,5.27,VU,Insectivore,CHIROPTERA
325,Balantiopteryx io,170582.1417782856,170568.448815065,3.97,VU,Insectivore,CHIROPTERA
326,Balantiopteryx plicata,824810.1762207148,825040.693043908,6.57,LC,Insectivore,CHIROPTERA
327,Balionycteris maculata,570366.4429878168,570366.1367822271,14.43,LC,Herbivore,CHIROPTERA
328,Bandicota bengalensis,4164001.9595858664,4165485.34670988,226.99,LC,Omnivore,RODENTIA
329,Bandicota indica,5515897.153159088,5516458.26699615,583.09,LC,Omnivore,RODENTIA
330,Bandicota savilei,866565.2002570847,866576.9413808159,260.63,LC,Omnivore,RODENTIA
331,Barbastella barbastellus,3741364.111649604,3743313.53475019,8.31,NT,Insectivore,CHIROPTERA
332,Barbastella leucomelas,3926555.3538387488,3928012.20010759,15.05,LC,Insectivore,CHIROPTERA
333,Bassaricyon alleni,4448749.784818914,4449617.95820523,1235.0,LC,Omnivore,CARNIVORA
334,Bassaricyon gabbii,156420.1070576718,156420.123183927,1250.0,LC,Omnivore,CARNIVORA
335,Bassariscus astutus,3903675.6220544577,3903858.5623824997,1010.37,LC,Omnivore,CARNIVORA
336,Bassariscus sumichrasti,622171.6383836559,622177.525495866,906.0,LC,Omnivore,CARNIVORA
337,Bathyergus janetta,12035.239247504085,12034.8372163402,388.69,LC,Herbivore,RODENTIA
338,Bathyergus suillus,44080.00678546432,44075.955184981394,777.38,LC,Herbivore,RODENTIA
339,Batomys dentatus,453.87064808093186,453.87098983561,177.645,DD,Herbivore,RODENTIA
340,Batomys granti,5211.968484958876,5211.99661412813,169.53,LC,Herbivore,RODENTIA
341,Batomys russatus,826.3573358406952,826.3572588204061,177.645,EN,Herbivore,RODENTIA
342,Batomys salomonseni,16015.541724563825,16015.508816498701,185.76,LC,Herbivore,RODENTIA
343,Bauerus dubiaquercus,265265.0517325633,254433.86882452,22.22,NT,Insectivore,CHIROPTERA
344,Bdeogale crassicauda,1497556.4119830125,1497517.78997379,1722.13,LC,Carnivore,CARNIVORA
345,Bdeogale jacksoni,63953.043024229504,63953.3727349479,2500.0,NT,Carnivore,CARNIVORA
346,Bdeogale nigripes,2110583.0580599774,2110590.77422594,2623.01,LC,Insectivore,CARNIVORA
347,Bdeogale omnivora,28493.076208867,28493.0086532354,2281.7133329999997,VU,Insectivore,CARNIVORA
348,Beamys hindei,337354.8550609436,337356.588740822,75.8,LC,Omnivore,RODENTIA
349,Beatragus hunteri,11330.990394661685,10578.2524354372,79132.17,CR,Herbivore,CETARTIODACTYLA
350,Belomys pearsonii,525691.3626446866,525685.017542505,590.0703712999999,DD,Herbivore,RODENTIA
351,Berylmys berdmorei,660822.9174240051,660824.556802077,235.0,LC,Omnivore,RODENTIA
352,Berylmys bowersi,2558037.1945630983,2558280.01504431,358.68,LC,Omnivore,RODENTIA
353,Berylmys mackenziei,101487.00938286593,101468.474390153,296.84,DD,Omnivore,RODENTIA
354,Berylmys manipulus,214081.8383757064,214051.413257255,296.84,DD,Omnivore,RODENTIA
355,Bettongia gaimardi,29083.960224622504,29087.3704327375,1667.55,NT,Herbivore,DIPROTODONTIA
356,Bettongia lesueur,979.8180302991926,327.757979034549,1447.27,NT,Omnivore,DIPROTODONTIA
357,Bettongia penicillata,4058.256754990203,4058.2727319195897,1184.35,CR,Herbivore,DIPROTODONTIA
358,Bettongia tropica,315.83611697848283,315.835889087624,1256.58,EN,Omnivore,DIPROTODONTIA
359,Bibimys chacoensis,27944.429049850634,27946.863633070698,28.0,LC,Herbivore,RODENTIA
360,Bibimys labiosus,361605.06770591374,361277.465391396,29.0,LC,Herbivore,RODENTIA
361,Bibimys torresi,12372.105940664458,12372.2350646153,28.0,NT,Herbivore,RODENTIA
362,Bison bison,140671.19691286556,140673.06663972,624577.1,NT,Herbivore,CETARTIODACTYLA
363,Biswamoyopterus biswasi,3760.5975513224244,3760.5974307558004,1613.299,CR,Herbivore,RODENTIA
364,Blanfordimys afghanus,409982.988684752,409814.545912376,60.64641072,LC,Herbivore,RODENTIA
365,Blanfordimys bucharensis,116178.60493008292,116187.748885845,60.64641072,LC,Herbivore,RODENTIA
